image_name,hands_found,left_hand_landmarks,cropped_hand
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.184801891
y: 0.473844349
z: 1.13730579e-007
, x: 0.220256835
y: 0.465810478
z: -0.0237828046
, x: 0.252488703
y: 0.440726101
z: -0.0334383883
, x: 0.25838092
y: 0.415078312
z: -0.0412133634
, x: 0.235312864
y: 0.401174635
z: -0.0491275378
, x: 0.231251717
y: 0.405518711
z: -0.0244472288
, x: 0.236690208
y: 0.367826581
z: -0.0409996733
, x: 0.236900449
y: 0.34736836
z: -0.0502177216
, x: 0.236239582
y: 0.328721613
z: -0.0555157699
, x: 0.204838
y: 0.403559
z: -0.02098299
, x: 0.199378818
y: 0.389638931
z: -0.0493953526
, x: 0.188566148
y: 0.391615868
z: -0.0612185188
, x: 0.178410321
y: 0.390668511
z: -0.0631628856
, x: 0.180519372
y: 0.406668425
z: -0.0191462561
, x: 0.170458868
y: 0.410857
z: -0.0494625457
, x: 0.177942827
y: 0.434003085
z: -0.050770238
, x: 0.185955822
y: 0.447218329
z: -0.042906262
, x: 0.156980589
y: 0.412510455
z: -0.0189183354
, x: 0.152891502
y: 0.417198032
z: -0.039884951
, x: 0.161717668
y: 0.436588287
z: -0.0385197923
, x: 0.171937034
y: 0.447545469
z: -0.0313560106
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.188029751
y: 0.524836659
z: 3.65952985e-007
, x: 0.207742646
y: 0.517717779
z: -0.0392482579
, x: 0.20579572
y: 0.511173308
z: -0.0671023205
, x: 0.189965799
y: 0.512494206
z: -0.0894604474
, x: 0.167197913
y: 0.513974965
z: -0.113006055
, x: 0.175909936
y: 0.483387023
z: -0.0696674809
, x: 0.149482787
y: 0.461871833
z: -0.104750544
, x: 0.131135672
y: 0.447657704
z: -0.128613979
, x: 0.113346279
y: 0.435342312
z: -0.14414449
, x: 0.153988376
y: 0.493544877
z: -0.0644503832
, x: 0.139994904
y: 0.492042184
z: -0.107536934
, x: 0.13857314
y: 0.498025775
z: -0.124630399
, x: 0.136671722
y: 0.50254792
z: -0.130410671
, x: 0.140119672
y: 0.508397639
z: -0.0609464869
, x: 0.141972467
y: 0.519587636
z: -0.100252315
, x: 0.167197883
y: 0.534063816
z: -0.101033747
, x: 0.186669245
y: 0.541840851
z: -0.0932378769
, x: 0.133613601
y: 0.52304858
z: -0.0601269305
, x: 0.139413148
y: 0.53330642
z: -0.0901019573
, x: 0.159672722
y: 0.543337822
z: -0.0903373733
, x: 0.175904065
y: 0.547443509
z: -0.0840901285
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.294512957
y: 0.567416
z: 4.92287633e-008
, x: 0.314455569
y: 0.553948045
z: -0.01859295
, x: 0.31959191
y: 0.533517659
z: -0.0260432269
, x: 0.301999152
y: 0.52171123
z: -0.0318100676
, x: 0.281724215
y: 0.516703844
z: -0.037570674
, x: 0.295485258
y: 0.509332597
z: -0.0175745767
, x: 0.28573373
y: 0.485662431
z: -0.0316030383
, x: 0.278804302
y: 0.469727933
z: -0.0414529368
, x: 0.273918331
y: 0.455922633
z: -0.0477457419
, x: 0.276330203
y: 0.516641378
z: -0.01524645
, x: 0.259930462
y: 0.512066543
z: -0.0393909179
, x: 0.251342237
y: 0.520704806
z: -0.0507432558
, x: 0.247636884
y: 0.529265761
z: -0.0526986085
, x: 0.261516631
y: 0.525747538
z: -0.0143906288
, x: 0.252875537
y: 0.528835535
z: -0.0398881212
, x: 0.264142931
y: 0.543359578
z: -0.0446840748
, x: 0.275828123
y: 0.554092586
z: -0.0402187817
, x: 0.251373559
y: 0.536129832
z: -0.0146093331
, x: 0.247983098
y: 0.539835036
z: -0.0342224
, x: 0.260998517
y: 0.549835205
z: -0.036665123
, x: 0.274214357
y: 0.556716681
z: -0.0325445
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.240321919
y: 0.53503418
z: 8.78465087e-008
, x: 0.267913789
y: 0.517295
z: -0.0262862928
, x: 0.277372539
y: 0.483715624
z: -0.0423935317
, x: 0.261782676
y: 0.457295626
z: -0.0570942275
, x: 0.227235615
y: 0.450806
z: -0.0704324692
, x: 0.233909562
y: 0.442667872
z: -0.0364088751
, x: 0.218047515
y: 0.404369086
z: -0.0607618503
, x: 0.208350822
y: 0.380785733
z: -0.0722224489
, x: 0.193861395
y: 0.359119028
z: -0.0803949833
, x: 0.196715161
y: 0.449200124
z: -0.036365997
, x: 0.19630003
y: 0.451324761
z: -0.0689408779
, x: 0.20587492
y: 0.469711751
z: -0.0753615126
, x: 0.195426479
y: 0.467207223
z: -0.0739363953
, x: 0.171696842
y: 0.462990075
z: -0.0385691375
, x: 0.186703116
y: 0.482321978
z: -0.0683391169
, x: 0.211279586
y: 0.497988492
z: -0.0618130602
, x: 0.213361323
y: 0.494293869
z: -0.0517711416
, x: 0.154635876
y: 0.479705602
z: -0.0438285545
, x: 0.175551146
y: 0.497592449
z: -0.0638989583
, x: 0.199606583
y: 0.508059382
z: -0.0601421706
, x: 0.205897585
y: 0.5048666
z: -0.0526380464
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.244321719
y: 0.60272
z: 2.37376732e-008
, x: 0.269883752
y: 0.593514085
z: -0.0236379765
, x: 0.283764154
y: 0.575331867
z: -0.0375646129
, x: 0.268061429
y: 0.565631
z: -0.0496854074
, x: 0.243731529
y: 0.559786916
z: -0.0612038374
, x: 0.250583619
y: 0.531487644
z: -0.0352410264
, x: 0.242594063
y: 0.499358892
z: -0.0557558164
, x: 0.237124339
y: 0.478950977
z: -0.0669150129
, x: 0.230447292
y: 0.462242872
z: -0.0740566105
, x: 0.222252354
y: 0.534169614
z: -0.034080267
, x: 0.217437103
y: 0.54578346
z: -0.0647285879
, x: 0.222300529
y: 0.564850748
z: -0.0731404871
, x: 0.228364304
y: 0.575544238
z: -0.0724067
, x: 0.20121488
y: 0.545173764
z: -0.0347452387
, x: 0.206889898
y: 0.573412359
z: -0.0627744347
, x: 0.225569755
y: 0.589211285
z: -0.0631378219
, x: 0.242012203
y: 0.593597
z: -0.0564974844
, x: 0.187592059
y: 0.55870676
z: -0.0377095863
, x: 0.195436016
y: 0.583177149
z: -0.0566574596
, x: 0.215296373
y: 0.59606111
z: -0.0568129383
, x: 0.233250722
y: 0.598956
z: -0.0514343306
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.235097229
y: 0.577556193
z: 7.61826513e-008
, x: 0.251909226
y: 0.565211415
z: -0.0181585625
, x: 0.252875209
y: 0.54631865
z: -0.0281766579
, x: 0.230553374
y: 0.539156199
z: -0.0367306918
, x: 0.20654659
y: 0.539178252
z: -0.0452270024
, x: 0.223764956
y: 0.521051228
z: -0.0284149721
, x: 0.209433064
y: 0.496245146
z: -0.044238735
, x: 0.198977709
y: 0.481916517
z: -0.0524251275
, x: 0.188345954
y: 0.469124794
z: -0.0571663789
, x: 0.200499043
y: 0.527428329
z: -0.0276006665
, x: 0.193693548
y: 0.53016156
z: -0.0507585257
, x: 0.18506828
y: 0.531156838
z: -0.0592622235
, x: 0.175632045
y: 0.529387236
z: -0.0606194
, x: 0.184798405
y: 0.537674606
z: -0.0277749803
, x: 0.195513755
y: 0.555422604
z: -0.0521306172
, x: 0.216079682
y: 0.567607045
z: -0.054593578
, x: 0.230482176
y: 0.574353635
z: -0.049371019
, x: 0.176087528
y: 0.549706161
z: -0.0293914936
, x: 0.189379603
y: 0.565006793
z: -0.0467004031
, x: 0.20659098
y: 0.57427752
z: -0.0477344543
, x: 0.219805598
y: 0.578873813
z: -0.043347463
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,2,"[x: 0.283481061
y: 0.623647451
z: 3.71966422e-007
, x: 0.32382521
y: 0.60968852
z: -0.0530978031
, x: 0.342867106
y: 0.59558183
z: -0.0989804566
, x: 0.327869803
y: 0.597105801
z: -0.137069553
, x: 0.301009208
y: 0.6061818
z: -0.171218112
, x: 0.332048714
y: 0.566493154
z: -0.110230826
, x: 0.333109438
y: 0.560552835
z: -0.177019104
, x: 0.31702739
y: 0.562371
z: -0.21664609
, x: 0.287486494
y: 0.563097
z: -0.237861618
, x: 0.293069363
y: 0.573566675
z: -0.106320322
, x: 0.294537604
y: 0.581258714
z: -0.174488157
, x: 0.307200164
y: 0.595321298
z: -0.193626538
, x: 0.310733557
y: 0.603739381
z: -0.198653504
, x: 0.265729696
y: 0.589058757
z: -0.106121853
, x: 0.28377831
y: 0.609172285
z: -0.152460888
, x: 0.303033739
y: 0.619427443
z: -0.139541581
, x: 0.312821209
y: 0.615884125
z: -0.123744592
, x: 0.249219805
y: 0.606486619
z: -0.112098962
, x: 0.273756415
y: 0.629042387
z: -0.141309798
, x: 0.295936018
y: 0.633820534
z: -0.136924
, x: 0.311862916
y: 0.627084
z: -0.128853008
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.302916
y: 0.543765843
z: -7.30818712e-008
, x: 0.324319303
y: 0.544414103
z: -0.0179379135
, x: 0.34703359
y: 0.535991788
z: -0.0296041
, x: 0.342505395
y: 0.525395155
z: -0.0394392312
, x: 0.322837472
y: 0.518512726
z: -0.0502155572
, x: 0.338341326
y: 0.500175655
z: -0.0298468899
, x: 0.340278774
y: 0.474789619
z: -0.0441959314
, x: 0.340001285
y: 0.457680434
z: -0.0530597754
, x: 0.338890761
y: 0.44291079
z: -0.0586940125
, x: 0.319363087
y: 0.49271965
z: -0.0273829065
, x: 0.309227288
y: 0.50736016
z: -0.0507445969
, x: 0.300063342
y: 0.526658177
z: -0.0588934273
, x: 0.29592672
y: 0.540580511
z: -0.0594430678
, x: 0.301660776
y: 0.492655903
z: -0.0252372362
, x: 0.293586135
y: 0.511977494
z: -0.0446311347
, x: 0.292659134
y: 0.528736353
z: -0.0444948152
, x: 0.293740541
y: 0.540329754
z: -0.0396899879
, x: 0.285539865
y: 0.4958345
z: -0.0245713517
, x: 0.277720749
y: 0.510749817
z: -0.0372763947
, x: 0.28091687
y: 0.524357498
z: -0.0356700979
, x: 0.286683857
y: 0.533314109
z: -0.0302414559
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.165776789
y: 0.527606606
z: 6.95314952e-008
, x: 0.188543081
y: 0.508270323
z: -0.0265549347
, x: 0.195796728
y: 0.480317891
z: -0.0416281521
, x: 0.180966601
y: 0.461967975
z: -0.0544253848
, x: 0.154054701
y: 0.454498023
z: -0.066749379
, x: 0.162948087
y: 0.44355911
z: -0.0373189598
, x: 0.150372118
y: 0.410090864
z: -0.0618812926
, x: 0.139579549
y: 0.390104204
z: -0.075772211
, x: 0.129029021
y: 0.371529281
z: -0.0838495269
, x: 0.130455315
y: 0.4491781
z: -0.0346687473
, x: 0.122030079
y: 0.453719705
z: -0.0692448
, x: 0.120113626
y: 0.464183331
z: -0.0804462805
, x: 0.118162878
y: 0.467617452
z: -0.0808560625
, x: 0.104328275
y: 0.461088
z: -0.0339628309
, x: 0.110903978
y: 0.482914239
z: -0.0670609847
, x: 0.136377588
y: 0.500912607
z: -0.0672777817
, x: 0.155728281
y: 0.50955838
z: -0.0583768412
, x: 0.0852208287
y: 0.475895137
z: -0.0357556529
, x: 0.0976793692
y: 0.496496916
z: -0.0588179305
, x: 0.120873377
y: 0.51134336
z: -0.0591274537
, x: 0.138382852
y: 0.516150475
z: -0.0522499457
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.183668077
y: 0.533893883
z: -3.5224911e-008
, x: 0.20735994
y: 0.520064473
z: -0.0351953618
, x: 0.214753166
y: 0.499254227
z: -0.0575030558
, x: 0.192192033
y: 0.485031456
z: -0.0741849765
, x: 0.161434516
y: 0.476151347
z: -0.0911587477
, x: 0.160776496
y: 0.460903943
z: -0.0633751377
, x: 0.13126415
y: 0.437760383
z: -0.0938273594
, x: 0.104719743
y: 0.418738782
z: -0.113585919
, x: 0.0794096
y: 0.402955353
z: -0.127625912
, x: 0.123346388
y: 0.466028214
z: -0.0583491065
, x: 0.124704257
y: 0.502255082
z: -0.0955336
, x: 0.139268756
y: 0.526130736
z: -0.104540005
, x: 0.149632484
y: 0.53921932
z: -0.105065413
, x: 0.101887286
y: 0.483241051
z: -0.0553873852
, x: 0.126246482
y: 0.525972247
z: -0.0892084762
, x: 0.160803095
y: 0.53857
z: -0.0880355537
, x: 0.185345098
y: 0.5413872
z: -0.0815681815
, x: 0.0938971341
y: 0.503188133
z: -0.0556883104
, x: 0.117786974
y: 0.538386345
z: -0.0849309489
, x: 0.14964965
y: 0.550863862
z: -0.0874231532
, x: 0.173266262
y: 0.553121388
z: -0.0828301907
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.210562646
y: 0.516234159
z: -1.0987695e-007
, x: 0.244392753
y: 0.511373222
z: -0.0146226157
, x: 0.275378197
y: 0.490489483
z: -0.0224030241
, x: 0.272501856
y: 0.469260812
z: -0.0293146744
, x: 0.249334857
y: 0.45886746
z: -0.03653422
, x: 0.256889403
y: 0.448866844
z: -0.0233477261
, x: 0.255834848
y: 0.41901949
z: -0.0389931314
, x: 0.250355214
y: 0.3979128
z: -0.0484940261
, x: 0.244815648
y: 0.379754424
z: -0.0549311824
, x: 0.229209587
y: 0.442730755
z: -0.0235828739
, x: 0.229921371
y: 0.453745157
z: -0.0495136715
, x: 0.227303162
y: 0.479368359
z: -0.0556498058
, x: 0.225248426
y: 0.496169508
z: -0.0539622083
, x: 0.203302398
y: 0.445123583
z: -0.0245668907
, x: 0.205713272
y: 0.463804483
z: -0.0485706963
, x: 0.208586708
y: 0.487330377
z: -0.0455769524
, x: 0.21084784
y: 0.501608908
z: -0.0373627841
, x: 0.17826128
y: 0.4512842
z: -0.0269563
, x: 0.184246898
y: 0.464623541
z: -0.0432516187
, x: 0.190981016
y: 0.483645499
z: -0.0406279527
, x: 0.19628948
y: 0.494668871
z: -0.0338193364
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.21985957
y: 0.530404091
z: 1.53972493e-007
, x: 0.250483155
y: 0.521864474
z: -0.0177658815
, x: 0.271383703
y: 0.506775916
z: -0.0321880877
, x: 0.274998963
y: 0.491345525
z: -0.046394527
, x: 0.263199687
y: 0.482705802
z: -0.059542086
, x: 0.260466874
y: 0.466055691
z: -0.0342764482
, x: 0.264140815
y: 0.437201709
z: -0.0593385249
, x: 0.265328199
y: 0.41563943
z: -0.0735866129
, x: 0.265589863
y: 0.397295296
z: -0.0821365416
, x: 0.228749603
y: 0.462462872
z: -0.0383760892
, x: 0.241730019
y: 0.467094392
z: -0.0715318248
, x: 0.255297184
y: 0.47997272
z: -0.0792059898
, x: 0.263009697
y: 0.490861177
z: -0.0773958191
, x: 0.201366022
y: 0.470248371
z: -0.0439266339
, x: 0.225794271
y: 0.499194264
z: -0.0731163174
, x: 0.238862112
y: 0.520206511
z: -0.0685946792
, x: 0.244955927
y: 0.532848597
z: -0.0574254617
, x: 0.179531246
y: 0.484505028
z: -0.0517909601
, x: 0.20168902
y: 0.508062541
z: -0.0689908117
, x: 0.214270353
y: 0.522827387
z: -0.0646336451
, x: 0.220531717
y: 0.529906273
z: -0.0560071468
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.218533218
y: 0.512848616
z: 9.16930958e-008
, x: 0.237884089
y: 0.491075218
z: -0.0178382043
, x: 0.239791393
y: 0.466260463
z: -0.0274183527
, x: 0.219941989
y: 0.454421967
z: -0.0355595127
, x: 0.195335567
y: 0.454457432
z: -0.0436311886
, x: 0.203079611
y: 0.444879711
z: -0.0258695483
, x: 0.1916053
y: 0.427416623
z: -0.0429605432
, x: 0.181119457
y: 0.415006906
z: -0.0530048609
, x: 0.17181012
y: 0.403006762
z: -0.0587494522
, x: 0.175404832
y: 0.451467752
z: -0.0249840561
, x: 0.175471827
y: 0.457713366
z: -0.0480398498
, x: 0.173336849
y: 0.462144703
z: -0.0563802309
, x: 0.173991442
y: 0.465060174
z: -0.0569821894
, x: 0.156505018
y: 0.463932872
z: -0.0254986454
, x: 0.177326649
y: 0.484312713
z: -0.0493275151
, x: 0.200330853
y: 0.495554745
z: -0.0519537777
, x: 0.219777048
y: 0.502576
z: -0.0467493199
, x: 0.145323932
y: 0.478971481
z: -0.0277539883
, x: 0.168797538
y: 0.495426029
z: -0.0445328653
, x: 0.190080807
y: 0.502505064
z: -0.0468206927
, x: 0.207095027
y: 0.504858792
z: -0.0432154797
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.178299531
y: 0.576512575
z: 9.06887188e-009
, x: 0.215963647
y: 0.553100228
z: -0.0270242412
, x: 0.237978399
y: 0.513574958
z: -0.0438878424
, x: 0.218387276
y: 0.48936373
z: -0.059096992
, x: 0.177302286
y: 0.482253939
z: -0.0750425234
, x: 0.179194018
y: 0.466046184
z: -0.0544152744
, x: 0.16212818
y: 0.411271304
z: -0.0838901922
, x: 0.150920317
y: 0.37797904
z: -0.100722894
, x: 0.137940079
y: 0.348136365
z: -0.111606024
, x: 0.131847128
y: 0.473804
z: -0.0547936112
, x: 0.136299029
y: 0.490185857
z: -0.0953652784
, x: 0.13908647
y: 0.512005448
z: -0.10707958
, x: 0.137208581
y: 0.521744847
z: -0.10831555
, x: 0.0981993526
y: 0.491864622
z: -0.0560613573
, x: 0.126236126
y: 0.528355837
z: -0.0937657
, x: 0.157682881
y: 0.550687969
z: -0.092646718
, x: 0.177213848
y: 0.560733914
z: -0.0838570148
, x: 0.0760450661
y: 0.513957798
z: -0.06009138
, x: 0.106647432
y: 0.543035507
z: -0.086893931
, x: 0.142294973
y: 0.56309557
z: -0.0851174518
, x: 0.168206692
y: 0.573637962
z: -0.0763260722
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.182936832
y: 0.537791491
z: -1.93529761e-008
, x: 0.214779899
y: 0.533992589
z: -0.0337195508
, x: 0.240690976
y: 0.518319786
z: -0.0568238087
, x: 0.231132895
y: 0.502424777
z: -0.0770628378
, x: 0.207271025
y: 0.483987778
z: -0.0964060128
, x: 0.213426098
y: 0.450576276
z: -0.0517958514
, x: 0.20116058
y: 0.412517637
z: -0.0813060328
, x: 0.191734433
y: 0.387119085
z: -0.0980953
, x: 0.183047339
y: 0.363838166
z: -0.109133422
, x: 0.17209965
y: 0.444633335
z: -0.0497971214
, x: 0.170526356
y: 0.464628786
z: -0.0878380463
, x: 0.179043069
y: 0.495276034
z: -0.0963554308
, x: 0.189046592
y: 0.510068417
z: -0.0949966684
, x: 0.139331296
y: 0.454964638
z: -0.0503040738
, x: 0.141716599
y: 0.490763754
z: -0.0847308263
, x: 0.160222679
y: 0.51514852
z: -0.0797920227
, x: 0.177884459
y: 0.522064686
z: -0.0693053901
, x: 0.1137885
y: 0.470102
z: -0.0542650707
, x: 0.118882358
y: 0.501262248
z: -0.0781436935
, x: 0.141430795
y: 0.521668673
z: -0.0745114759
, x: 0.16174899
y: 0.526719213
z: -0.065389134
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.187429398
y: 0.572661519
z: 2.0973e-007
, x: 0.234880552
y: 0.549814284
z: -0.0482059792
, x: 0.253850639
y: 0.513430476
z: -0.0802415
, x: 0.227883071
y: 0.504045308
z: -0.10650523
, x: 0.177914321
y: 0.511785507
z: -0.133552313
, x: 0.173558876
y: 0.467306823
z: -0.0880771205
, x: 0.148865342
y: 0.425615907
z: -0.140542865
, x: 0.130064309
y: 0.392205656
z: -0.173092216
, x: 0.107858345
y: 0.366238743
z: -0.193111837
, x: 0.115790024
y: 0.488188386
z: -0.0860093907
, x: 0.124640413
y: 0.516310394
z: -0.156673804
, x: 0.140386522
y: 0.546329916
z: -0.176290467
, x: 0.145428076
y: 0.567740679
z: -0.173593774
, x: 0.0878626406
y: 0.519799054
z: -0.086552456
, x: 0.138040587
y: 0.566446185
z: -0.148816213
, x: 0.1996672
y: 0.583312273
z: -0.143483803
, x: 0.239078671
y: 0.587476254
z: -0.122402519
, x: 0.082819581
y: 0.552088201
z: -0.0909329802
, x: 0.135108292
y: 0.587508738
z: -0.136504963
, x: 0.185931817
y: 0.602747262
z: -0.131668761
, x: 0.217903495
y: 0.60406673
z: -0.113828905
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.175490469
y: 0.5731318
z: -1.48982025e-007
, x: 0.215910122
y: 0.558613241
z: -0.0244270805
, x: 0.256906629
y: 0.518592477
z: -0.0385907739
, x: 0.250506282
y: 0.478385836
z: -0.0528101623
, x: 0.215519771
y: 0.458194613
z: -0.0669719279
, x: 0.23034963
y: 0.454674095
z: -0.027361067
, x: 0.226005
y: 0.409591824
z: -0.0501880907
, x: 0.217924386
y: 0.378346562
z: -0.0601547733
, x: 0.211311951
y: 0.350953519
z: -0.06724976
, x: 0.185849428
y: 0.44934848
z: -0.0292689353
, x: 0.180805221
y: 0.460360557
z: -0.0635677129
, x: 0.181957334
y: 0.500206947
z: -0.0665369
, x: 0.184470922
y: 0.509904
z: -0.0606359616
, x: 0.148521766
y: 0.456410885
z: -0.0338397771
, x: 0.139624357
y: 0.481206983
z: -0.0695284158
, x: 0.154836193
y: 0.516481042
z: -0.0598825887
, x: 0.166884065
y: 0.523927212
z: -0.0455809198
, x: 0.112278983
y: 0.469777673
z: -0.040979322
, x: 0.106978126
y: 0.493086606
z: -0.0645679757
, x: 0.125695735
y: 0.520848572
z: -0.0568519868
, x: 0.140791789
y: 0.527725637
z: -0.0447333977
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.129468113
y: 0.635964572
z: 1.08513994e-007
, x: 0.178278446
y: 0.627091527
z: -0.033221852
, x: 0.221363485
y: 0.596131
z: -0.0517699532
, x: 0.213557318
y: 0.564171612
z: -0.067941092
, x: 0.195293322
y: 0.536865771
z: -0.0834452584
, x: 0.201682046
y: 0.532503188
z: -0.036713507
, x: 0.20772776
y: 0.480633467
z: -0.0628497079
, x: 0.207790971
y: 0.445889533
z: -0.0803513825
, x: 0.204874843
y: 0.4180893
z: -0.0929001272
, x: 0.159920916
y: 0.533226073
z: -0.035511326
, x: 0.164852858
y: 0.518281817
z: -0.0763571411
, x: 0.163147524
y: 0.538201869
z: -0.0928253382
, x: 0.160793915
y: 0.550455213
z: -0.0974980071
, x: 0.121767469
y: 0.541931212
z: -0.0372064747
, x: 0.124042824
y: 0.528715849
z: -0.0726942793
, x: 0.128469408
y: 0.546123326
z: -0.0735463947
, x: 0.130790278
y: 0.554963112
z: -0.0680685416
, x: 0.0839254186
y: 0.555526733
z: -0.041794423
, x: 0.0854618102
y: 0.541656435
z: -0.0659497529
, x: 0.0934166238
y: 0.552945197
z: -0.0642464086
, x: 0.098680675
y: 0.558044255
z: -0.0581815653
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.164173514
y: 0.529240608
z: 1.27731198e-007
, x: 0.21468322
y: 0.526925862
z: -0.022609327
, x: 0.259328723
y: 0.487473756
z: -0.0293719247
, x: 0.257031828
y: 0.447644621
z: -0.0348167568
, x: 0.224634692
y: 0.429855257
z: -0.0411155187
, x: 0.23315537
y: 0.43988362
z: -0.0271184687
, x: 0.243789688
y: 0.388940305
z: -0.0453023799
, x: 0.248666793
y: 0.357358813
z: -0.0551148914
, x: 0.250827223
y: 0.330650568
z: -0.0615941174
, x: 0.197194934
y: 0.435237795
z: -0.0264178831
, x: 0.189298794
y: 0.424314499
z: -0.0614079684
, x: 0.180021882
y: 0.428055584
z: -0.0749321
, x: 0.171554655
y: 0.429050148
z: -0.0762252957
, x: 0.164735585
y: 0.438237101
z: -0.0272395387
, x: 0.159800917
y: 0.45228833
z: -0.0650184155
, x: 0.167559877
y: 0.481186658
z: -0.0697075799
, x: 0.173342124
y: 0.499864578
z: -0.0620120578
, x: 0.134000063
y: 0.445560783
z: -0.0296416618
, x: 0.138226718
y: 0.463485
z: -0.0563980229
, x: 0.149999887
y: 0.488436043
z: -0.0588793308
, x: 0.161131471
y: 0.503381431
z: -0.0529840514
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.17950812
y: 0.539102
z: -5.38349916e-008
, x: 0.219318196
y: 0.531255186
z: -0.0246804077
, x: 0.257404685
y: 0.506170332
z: -0.0428009965
, x: 0.251965
y: 0.482465595
z: -0.0592172071
, x: 0.21958828
y: 0.472075
z: -0.0755227804
, x: 0.224787608
y: 0.451380581
z: -0.0534543134
, x: 0.22234869
y: 0.405288041
z: -0.0815185905
, x: 0.219619259
y: 0.374886632
z: -0.0973315
, x: 0.213836968
y: 0.347397298
z: -0.109219298
, x: 0.178240627
y: 0.442747176
z: -0.0546709187
, x: 0.182277068
y: 0.476137042
z: -0.0943699256
, x: 0.185237825
y: 0.503147304
z: -0.102713481
, x: 0.185475066
y: 0.514402032
z: -0.102936774
, x: 0.141503423
y: 0.451360792
z: -0.0567201115
, x: 0.151269525
y: 0.498646349
z: -0.0857652202
, x: 0.165545195
y: 0.516051471
z: -0.0776478723
, x: 0.175610945
y: 0.517454565
z: -0.0685502887
, x: 0.113121055
y: 0.466747
z: -0.0621624403
, x: 0.125996456
y: 0.506769478
z: -0.0808857381
, x: 0.143213943
y: 0.521336377
z: -0.0767400041
, x: 0.1554849
y: 0.520049453
z: -0.0697135404
]",Left
<_io.TextIOWrapper name='hand_crop_info.csv' mode='a' encoding='cp1252'>,1,"[x: 0.177676052
y: 0.571810305
z: 6.24900167e-007
, x: 0.213445783
y: 0.564612865
z: -0.027918119
, x: 0.230521515
y: 0.545137227
z: -0.0433850326
, x: 0.201148018
y: 0.535575867
z: -0.0582653843
, x: 0.167117417
y: 0.524906576
z: -0.0723566115
, x: 0.228611201
y: 0.491141766
z: -0.026362285
, x: 0.224480286
y: 0.451959252
z: -0.0484752171
, x: 0.217901647
y: 0.427453786
z: -0.0605335496
, x: 0.20834285
y: 0.405195534
z: -0.0667191148
, x: 0.200421184
y: 0.486453056
z: -0.0282486826
, x: 0.218052417
y: 0.445361882
z: -0.052868925
, x: 0.22551769
y: 0.417933106
z: -0.0650227219
, x: 0.228975371
y: 0.393513858
z: -0.0676929951
, x: 0.171858624
y: 0.493042469
z: -0.0337123387
, x: 0.167399272
y: 0.488138646
z: -0.0693039298
, x: 0.172422796
y: 0.520237207
z: -0.074670963
, x: 0.179547057
y: 0.537851155
z: -0.066203177
, x: 0.142763734
y: 0.506337881
z: -0.0411191136
, x: 0.141951874
y: 0.511264563
z: -0.0672596544
, x: 0.153573141
y: 0.53307426
z: -0.0670375526
, x: 0.16558665
y: 0.543605506
z: -0.0592858084
]",Left
